state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
florida,2001,1.32,0.4,0.8200000000000001,2.54,312.8888888888889,79.37984496124031,170.25141930251422,541.8666666666667
florida,2000,1.32,0.41000000000000003,0.8300000000000001,2.56,312.8888888888889,81.36434108527132,172.3276561232766,546.1333333333333
florida,1999,1.33,0.4,0.8,2.53,315.2592592592593,79.37984496124031,166.09894566098947,539.7333333333333
florida,1998,1.33,0.38,0.7899999999999999,2.5,315.2592592592593,75.41085271317829,164.02270884022707,533.3333333333334
florida,1997,1.36,0.37,0.8,2.53,322.3703703703704,73.42635658914728,166.09894566098947,539.7333333333333
florida,1996,1.36,0.37,0.81,2.54,322.3703703703704,73.42635658914728,168.17518248175185,541.8666666666667
florida,1995,1.34,0.35,0.8200000000000001,2.5,317.6296296296297,69.45736434108527,170.25141930251422,533.3333333333334
florida,1994,1.4,0.32999999999999996,0.8700000000000001,2.6,331.85185185185185,65.48837209302324,180.63260340632607,554.6666666666667
florida,1993,1.44,0.32999999999999996,0.92,2.68,341.3333333333333,65.48837209302324,191.01378751013792,571.7333333333333
florida,1992,1.45,0.33999999999999997,0.96,2.75,343.7037037037037,67.47286821705426,199.31873479318736,586.6666666666667
florida,1991,1.43,0.33999999999999997,0.92,2.69,338.962962962963,67.47286821705426,191.01378751013792,573.8666666666667
florida,1990,1.54,0.39,1.04,2.96,365.037037037037,77.3953488372093,215.9286293592863,631.4666666666667
florida,1989,1.51,0.39,1,2.8899999999999997,357.9259259259259,77.3953488372093,207.62368207623683,616.5333333333333
florida,1988,1.5,0.41000000000000003,1,2.9099999999999997,355.5555555555556,81.36434108527132,207.62368207623683,620.8
florida,1987,1.5,0.42000000000000004,1.03,2.9499999999999997,355.5555555555556,83.34883720930233,213.85239253852396,629.3333333333333
florida,1986,1.5,0.41000000000000003,1.05,2.96,355.5555555555556,81.36434108527132,218.00486618004868,631.4666666666667
florida,1985,1.47,0.41000000000000003,1.1600000000000001,3.04,348.4444444444444,81.36434108527132,240.84347120843475,648.5333333333334
florida,1984,1.46,0.4,1.23,3.09,346.0740740740741,79.37984496124031,255.3771289537713,659.2
florida,1983,1.55,0.39,1.22,3.16,367.40740740740745,77.3953488372093,253.30089213300892,674.1333333333334
florida,1982,1.54,0.4,1.32,3.2600000000000002,365.037037037037,79.37984496124031,274.06326034063267,695.4666666666667
florida,1981,1.54,0.39,1.37,3.3,365.037037037037,77.3953488372093,284.4444444444445,704
florida,1980,1.4,0.37,1.41,3.18,331.85185185185185,73.42635658914728,292.7493917274939,678.4000000000001
florida,1979,1.3800000000000001,0.33999999999999997,1.41,3.14,327.11111111111114,67.47286821705426,292.7493917274939,669.8666666666667
florida,1978,1.34,0.32,1.4,3.07,317.6296296296297,63.50387596899225,290.67315490673155,654.9333333333333
florida,1977,1.27,0.31,1.4,2.9899999999999998,301.03703703703707,61.519379844961236,290.67315490673155,637.8666666666667
georgia,2018,0.9500000000000001,0.25,0.7,1.9,225.18518518518522,49.61240310077519,145.33657745336578,405.3333333333333
georgia,2017,0.98,0.25,0.7,1.93,232.2962962962963,49.61240310077519,145.33657745336578,411.73333333333335
georgia,2016,0.99,0.25,0.7,1.95,234.66666666666666,49.61240310077519,145.33657745336578,416
georgia,2015,1.01,0.25,0.69,1.95,239.40740740740742,49.61240310077519,143.2603406326034,416
georgia,2014,1.02,0.25,0.69,1.97,241.7777777777778,49.61240310077519,143.2603406326034,420.26666666666665
georgia,2013,1.03,0.25,0.69,1.98,244.14814814814815,49.61240310077519,143.2603406326034,422.40000000000003
georgia,2012,1.06,0.25,0.6799999999999999,1.99,251.25925925925927,49.61240310077519,141.18410381184103,424.53333333333336
georgia,2011,1.06,0.25,0.6699999999999999,1.98,251.25925925925927,49.61240310077519,139.10786699107868,422.40000000000003
georgia,2010,1.08,0.25,0.65,1.98,256.00000000000006,49.61240310077519,134.95539334955393,422.40000000000003
georgia,2009,1.11,0.25,0.65,2.01,263.11111111111114,49.61240310077519,134.95539334955393,428.79999999999995
georgia,2008,1.1600000000000001,0.25,0.65,2.06,274.962962962963,49.61240310077519,134.95539334955393,439.4666666666667
georgia,2007,1.1900000000000002,0.26,0.65,2.1,282.07407407407413,51.5968992248062,134.95539334955393,448.00000000000006
georgia,2006,1.1900000000000002,0.26,0.65,2.1,282.07407407407413,51.5968992248062,134.95539334955393,448.00000000000006
georgia,2005,1.1700000000000002,0.26,0.64,2.07,277.33333333333337,51.5968992248062,132.87915652879158,441.59999999999997
georgia,2004,1.1900000000000002,0.27,0.65,2.11,282.07407407407413,53.58139534883721,134.95539334955393,450.1333333333333
georgia,2003,1.2,0.26,0.6599999999999999,2.13,284.44444444444446,51.5968992248062,137.03163017031628,454.4
georgia,2002,1.21,0.26,0.6599999999999999,2.13,286.81481481481484,51.5968992248062,137.03163017031628,454.4
georgia,2001,1.2,0.25,0.65,2.11,284.44444444444446,49.61240310077519,134.95539334955393,450.1333333333333
georgia,2000,1.21,0.25,0.69,2.16,286.81481481481484,49.61240310077519,143.2603406326034,460.80000000000007
georgia,1999,1.23,0.25,0.7,2.18,291.5555555555556,49.61240310077519,145.33657745336578,465.0666666666667
georgia,1998,1.22,0.23,0.7,2.15,289.18518518518516,45.64341085271318,145.33657745336578,458.6666666666667
georgia,1997,1.2,0.23,0.7,2.13,284.44444444444446,45.64341085271318,145.33657745336578,454.4
georgia,1996,1.24,0.24000000000000002,0.71,2.18,293.9259259259259,47.62790697674419,147.41281427412815,465.0666666666667
georgia,1995,1.21,0.21000000000000002,0.7,2.12,286.81481481481484,41.674418604651166,145.33657745336578,452.2666666666667
georgia,1994,1.1700000000000002,0.21000000000000002,0.77,2.14,277.33333333333337,41.674418604651166,159.87023519870237,456.53333333333336
georgia,1993,1.23,0.2,0.77,2.2,291.5555555555556,39.689922480620154,159.87023519870237,469.33333333333337
georgia,1992,1.22,0.21000000000000002,0.7899999999999999,2.23,289.18518518518516,41.674418604651166,164.02270884022707,475.73333333333335
georgia,1991,1.1600000000000001,0.22,0.7799999999999999,2.17,274.962962962963,43.65891472868217,161.94647201946472,462.93333333333334
georgia,1990,1.22,0.23,0.8600000000000001,2.3099999999999996,289.18518518518516,45.64341085271318,178.55636658556372,492.79999999999995
georgia,1989,1.1800000000000002,0.24000000000000002,0.9400000000000001,2.36,279.70370370370375,47.62790697674419,195.16626115166264,503.46666666666664
georgia,1988,1.21,0.26,0.92,2.3899999999999997,286.81481481481484,51.5968992248062,191.01378751013792,509.8666666666666
georgia,1987,1.21,0.27,1,2.48,286.81481481481484,53.58139534883721,207.62368207623683,529.0666666666667
georgia,1986,1.21,0.27,0.9400000000000001,2.4299999999999997,286.81481481481484,53.58139534883721,195.16626115166264,518.4
georgia,1985,1.1700000000000002,0.25,1.01,2.44,277.33333333333337,49.61240310077519,209.6999188969992,520.5333333333333
georgia,1984,1.1800000000000002,0.24000000000000002,1.06,2.48,279.70370370370375,47.62790697674419,220.08110300081105,529.0666666666667
georgia,1983,1.1400000000000001,0.22,1.06,2.42,270.22222222222223,43.65891472868217,220.08110300081105,516.2666666666667
georgia,1982,1.12,0.21000000000000002,1.04,2.36,265.4814814814815,41.674418604651166,215.9286293592863,503.46666666666664
georgia,1981,1.1,0.18,1.09,2.38,260.74074074074076,35.72093023255813,226.30981346309818,507.73333333333335
georgia,1980,1.06,0.19,1.08,2.3299999999999996,251.25925925925927,37.70542635658914,224.2335766423358,497.0666666666666
georgia,1979,1.11,0.18,1.1600000000000001,2.44,263.11111111111114,35.72093023255813,240.84347120843475,520.5333333333333
georgia,1978,1.09,0.18,1.21,2.48,258.3703703703704,35.72093023255813,251.22465531224657,529.0666666666667
georgia,1977,1.03,0.15000000000000002,1.1900000000000002,2.3699999999999997,244.14814814814815,29.76744186046512,247.07218167072187,505.59999999999997
hawaii,2018,1.28,0.59,0.7899999999999999,2.66,303.40740740740745,117.08527131782944,164.02270884022707,567.4666666666667
hawaii,2017,1.29,0.58,0.7899999999999999,2.66,305.77777777777777,115.10077519379846,164.02270884022707,567.4666666666667
hawaii,2016,1.29,0.5700000000000001,0.7799999999999999,2.64,305.77777777777777,113.11627906976746,161.94647201946472,563.2
hawaii,2015,1.28,0.56,0.77,2.61,303.40740740740745,111.13178294573645,159.87023519870237,556.8
hawaii,2014,1.27,0.54,0.77,2.59,301.03703703703707,107.16279069767442,159.87023519870237,552.5333333333333
hawaii,2013,1.25,0.54,0.76,2.56,296.2962962962963,107.16279069767442,157.79399837794,546.1333333333333
hawaii,2012,1.25,0.53,0.75,2.53,296.2962962962963,105.17829457364341,155.71776155717762,539.7333333333333
hawaii,2011,1.25,0.53,0.73,2.51,296.2962962962963,105.17829457364341,151.56528791565287,535.4666666666667
hawaii,2010,1.25,0.52,0.71,2.48,296.2962962962963,103.1937984496124,147.41281427412815,529.0666666666667
hawaii,2009,1.27,0.51,0.71,2.4899999999999998,301.03703703703707,101.20930232558139,147.41281427412815,531.1999999999999
hawaii,2008,1.33,0.51,0.72,2.56,315.2592592592593,101.20930232558139,149.48905109489053,546.1333333333333
hawaii,2007,1.3,0.48000000000000004,0.77,2.55,308.14814814814815,95.25581395348838,159.87023519870237,544
hawaii,2006,1.28,0.47000000000000003,0.77,2.52,303.40740740740745,93.27131782945737,159.87023519870237,537.6
hawaii,2005,1.3,0.45,0.72,2.4699999999999998,308.14814814814815,89.30232558139535,149.48905109489053,526.9333333333333
hawaii,2004,1.3800000000000001,0.43000000000000005,0.7,2.5,327.11111111111114,85.33333333333334,145.33657745336578,533.3333333333334
hawaii,2003,1.3,0.42000000000000004,0.6599999999999999,2.38,308.14814814814815,83.34883720930233,137.03163017031628,507.73333333333335
hawaii,2002,1.27,0.39,0.62,2.2800000000000002,301.03703703703707,77.3953488372093,128.72668288726683,486.4000000000001
hawaii,2001,1.3,0.38,0.6,2.2800000000000002,308.14814814814815,75.41085271317829,124.5742092457421,486.4000000000001
hawaii,2000,1.33,0.39,0.6,2.32,315.2592592592593,77.3953488372093,124.5742092457421,494.93333333333334
hawaii,1999,1.31,0.39,0.56,2.2600000000000002,310.51851851851853,77.3953488372093,116.26926196269262,482.1333333333334
hawaii,1998,1.32,0.37,0.54,2.22,312.8888888888889,73.42635658914728,112.1167883211679,473.6000000000001
hawaii,1997,1.3800000000000001,0.4,0.56,2.3299999999999996,327.11111111111114,79.37984496124031,116.26926196269262,497.0666666666666
hawaii,1996,1.4,0.36,0.58,2.34,331.85185185185185,71.44186046511626,120.42173560421736,499.2
hawaii,1995,1.41,0.33999999999999997,0.5700000000000001,2.32,334.22222222222223,67.47286821705426,118.34549878345501,494.93333333333334
hawaii,1994,1.46,0.38,0.62,2.46,346.0740740740741,75.41085271317829,128.72668288726683,524.8000000000001
hawaii,1993,1.49,0.37,0.65,2.51,353.1851851851852,73.42635658914728,134.95539334955393,535.4666666666667
hawaii,1992,1.55,0.39,0.69,2.63,367.40740740740745,77.3953488372093,143.2603406326034,561.0666666666667
hawaii,1991,1.57,0.4,0.7,2.67,372.1481481481482,79.37984496124031,145.33657745336578,569.6
hawaii,1990,1.6400000000000001,0.4,0.7899999999999999,2.84,388.7407407407408,79.37984496124031,164.02270884022707,605.8666666666667
hawaii,1989,1.56,0.43000000000000005,0.8,2.79,369.77777777777783,85.33333333333334,166.09894566098947,595.2
hawaii,1988,1.6400000000000001,0.45,0.8,2.8899999999999997,388.7407407407408,89.30232558139535,166.09894566098947,616.5333333333333
hawaii,1987,1.59,0.41000000000000003,0.77,2.7600000000000002,376.8888888888889,81.36434108527132,159.87023519870237,588.8000000000001
hawaii,1986,1.61,0.44,0.8600000000000001,2.9099999999999997,381.6296296296296,87.31782945736434,178.55636658556372,620.8
hawaii,1985,1.61,0.42000000000000004,0.88,2.9099999999999997,381.6296296296296,83.34883720930233,182.70884022708842,620.8
hawaii,1984,1.6600000000000001,0.41000000000000003,0.92,2.9899999999999998,393.4814814814815,81.36434108527132,191.01378751013792,637.8666666666667
hawaii,1983,1.8900000000000001,0.44,1.1300000000000001,3.4499999999999997,448.00000000000006,87.31782945736434,234.61476074614765,736
hawaii,1982,1.8,0.48000000000000004,1.1400000000000001,3.4099999999999997,426.6666666666667,95.25581395348838,236.69099756691003,727.4666666666666
hawaii,1981,1.74,0.44,1.1600000000000001,3.34,412.4444444444445,87.31782945736434,240.84347120843475,712.5333333333333
hawaii,1980,1.6400000000000001,0.46,1.2,3.3,388.7407407407408,91.28682170542636,249.1484184914842,704
hawaii,1979,1.51,0.42000000000000004,1.21,3.14,357.9259259259259,83.34883720930233,251.22465531224657,669.8666666666667
hawaii,1978,1.33,0.44,1.25,3.02,315.2592592592593,87.31782945736434,259.529602595296,644.2666666666667
hawaii,1977,1.55,0.35,1.21,3.11,367.40740740740745,69.45736434108527,251.22465531224657,663.4666666666667
idaho,2018,0.9,1.21,0.8300000000000001,2.94,213.33333333333334,240.1240310077519,172.3276561232766,627.2
idaho,2017,0.9,1.1900000000000002,0.8200000000000001,2.9099999999999997,213.33333333333334,236.15503875968994,170.25141930251422,620.8
idaho,2016,0.92,1.1900000000000002,0.81,2.92,218.0740740740741,236.15503875968994,168.17518248175185,622.9333333333334
idaho,2015,0.9400000000000001,1.1400000000000001,0.7899999999999999,2.8699999999999997,222.8148148148148,226.23255813953492,164.02270884022707,612.2666666666667
idaho,2014,0.93,1.12,0.77,2.82,220.44444444444446,222.2635658914729,159.87023519870237,601.6
idaho,2013,0.96,1.08,0.77,2.8099999999999996,227.55555555555554,214.32558139534885,159.87023519870237,599.4666666666666
idaho,2012,0.98,1.02,0.77,2.77,232.2962962962963,202.41860465116278,159.87023519870237,590.9333333333334
idaho,2011,1,0.92,0.73,2.65,237.03703703703704,182.57364341085272,151.56528791565287,565.3333333333334
idaho,2010,1.06,0.9,0.72,2.68,251.25925925925927,178.6046511627907,149.48905109489053,571.7333333333333
idaho,2009,1.05,0.91,0.7,2.67,248.88888888888891,180.5891472868217,145.33657745336578,569.6
idaho,2008,1.1500000000000001,0.81,0.69,2.64,272.59259259259267,160.74418604651163,143.2603406326034,563.2
idaho,2007,1.1700000000000002,0.73,0.6699999999999999,2.58,277.33333333333337,144.86821705426354,139.10786699107868,550.4000000000001
idaho,2006,1.1400000000000001,0.74,0.65,2.53,270.22222222222223,146.85271317829455,134.95539334955393,539.7333333333333
idaho,2005,1.11,0.74,0.61,2.4499999999999997,263.11111111111114,146.85271317829455,126.65044606650446,522.6666666666666
idaho,2004,1.1400000000000001,0.72,0.5700000000000001,2.4299999999999997,270.22222222222223,142.88372093023253,118.34549878345501,518.4
idaho,2003,1.1500000000000001,0.65,0.55,2.3499999999999996,272.59259259259267,128.9922480620155,114.19302514193026,501.33333333333326
idaho,2002,1.1600000000000001,0.64,0.53,2.3299999999999996,274.962962962963,127.0077519379845,110.04055150040553,497.0666666666666
idaho,2001,1.1400000000000001,0.63,0.53,2.3,270.22222222222223,125.02325581395348,110.04055150040553,490.66666666666663
idaho,2000,1.1300000000000001,0.65,0.52,2.3,267.8518518518519,128.9922480620155,107.96431467964315,490.66666666666663
idaho,1999,1.09,0.6799999999999999,0.52,2.29,258.3703703703704,134.9457364341085,107.96431467964315,488.53333333333336
idaho,1998,1.1500000000000001,0.32999999999999996,0.51,1.99,272.59259259259267,65.48837209302324,105.88807785888078,424.53333333333336
idaho,1997,1.11,0.32,0.52,1.95,263.11111111111114,63.50387596899225,107.96431467964315,416
idaho,1996,1.1300000000000001,0.3,0.52,1.96,267.8518518518519,59.534883720930225,107.96431467964315,418.1333333333333
idaho,1995,1.1800000000000002,0.3,0.54,2.01,279.70370370370375,59.534883720930225,112.1167883211679,428.79999999999995
idaho,1994,1.24,0.35,0.53,2.12,293.9259259259259,69.45736434108527,110.04055150040553,452.2666666666667
idaho,1993,1.26,0.29000000000000004,0.55,2.11,298.6666666666667,57.55038759689923,114.19302514193026,450.1333333333333
idaho,1992,1.32,0.31,0.5700000000000001,2.2,312.8888888888889,61.519379844961236,118.34549878345501,469.33333333333337
idaho,1991,1.31,0.32,0.56,2.19,310.51851851851853,63.50387596899225,116.26926196269262,467.2
idaho,1990,1.36,0.32999999999999996,0.58,2.27,322.3703703703704,65.48837209302324,120.42173560421736,484.2666666666667
idaho,1989,1.27,0.31,0.5700000000000001,2.16,301.03703703703707,61.519379844961236,118.34549878345501,460.80000000000007
idaho,1988,1.28,0.37,0.59,2.24,303.40740740740745,73.42635658914728,122.49797242497972,477.86666666666673
idaho,1987,1.33,0.39,0.59,2.3099999999999996,315.2592592592593,77.3953488372093,122.49797242497972,492.79999999999995
idaho,1986,1.36,0.39,0.62,2.3699999999999997,322.3703703703704,77.3953488372093,128.72668288726683,505.59999999999997
idaho,1985,1.36,0.36,0.71,2.4299999999999997,322.3703703703704,71.44186046511626,147.41281427412815,518.4
idaho,1984,1.41,0.31,0.72,2.4499999999999997,334.22222222222223,61.519379844961236,149.48905109489053,522.6666666666666
idaho,1983,1.45,0.3,0.77,2.52,343.7037037037037,59.534883720930225,159.87023519870237,537.6
idaho,1982,1.45,0.3,0.81,2.57,343.7037037037037,59.534883720930225,168.17518248175185,548.2666666666667
idaho,1981,1.54,0.32999999999999996,0.8300000000000001,2.69,365.037037037037,65.48837209302324,172.3276561232766,573.8666666666667
idaho,1980,1.53,0.3,0.77,2.59,362.6666666666667,59.534883720930225,159.87023519870237,552.5333333333333
idaho,1979,1.51,0.27,0.8200000000000001,2.6,357.9259259259259,53.58139534883721,170.25141930251422,554.6666666666667
idaho,1978,1.46,0.25,0.7799999999999999,2.5,346.0740740740741,49.61240310077519,161.94647201946472,533.3333333333334
idaho,1977,1.47,0.22,0.7799999999999999,2.4699999999999998,348.4444444444444,43.65891472868217,161.94647201946472,526.9333333333333
illinois,2018,1.08,0.45,0.8500000000000001,2.3899999999999997,256.00000000000006,89.30232558139535,176.48012976480132,509.8666666666666
illinois,2017,1.1,0.45,0.8300000000000001,2.38,260.74074074074076,89.30232558139535,172.3276561232766,507.73333333333335
illinois,2016,1.12,0.43000000000000005,0.77,2.3099999999999996,265.4814814814815,85.33333333333334,159.87023519870237,492.79999999999995
illinois,2015,1.12,0.43000000000000005,0.8,2.36,265.4814814814815,85.33333333333334,166.09894566098947,503.46666666666664
illinois,2014,1.12,0.42000000000000004,0.7799999999999999,2.32,265.4814814814815,83.34883720930233,161.94647201946472,494.93333333333334
illinois,2013,1.1300000000000001,0.42000000000000004,0.77,2.3299999999999996,267.8518518518519,83.34883720930233,159.87023519870237,497.0666666666666
illinois,2012,1.1500000000000001,0.43000000000000005,0.77,2.3499999999999996,272.59259259259267,85.33333333333334,159.87023519870237,501.33333333333326
illinois,2011,1.1900000000000002,0.41000000000000003,0.75,2.3499999999999996,282.07407407407413,81.36434108527132,155.71776155717762,501.33333333333326
illinois,2010,1.22,0.4,0.74,2.3499999999999996,289.18518518518516,79.37984496124031,153.64152473641525,501.33333333333326
illinois,2009,1.24,0.39,0.73,2.36,293.9259259259259,77.3953488372093,151.56528791565287,503.46666666666664
illinois,2008,1.23,0.38,0.74,2.34,291.5555555555556,75.41085271317829,153.64152473641525,499.2
illinois,2007,1.24,0.41000000000000003,0.74,2.38,293.9259259259259,81.36434108527132,153.64152473641525,507.73333333333335
illinois,2006,1.24,0.37,0.74,2.3499999999999996,293.9259259259259,73.42635658914728,153.64152473641525,501.33333333333326
illinois,2005,1.23,0.33999999999999997,0.71,2.29,291.5555555555556,67.47286821705426,147.41281427412815,488.53333333333336
illinois,2004,1.24,0.32,0.6699999999999999,2.22,293.9259259259259,63.50387596899225,139.10786699107868,473.6000000000001
illinois,2003,1.26,0.35,0.74,2.36,298.6666666666667,69.45736434108527,153.64152473641525,503.46666666666664
illinois,2002,1.28,0.32999999999999996,0.65,2.2600000000000002,303.40740740740745,65.48837209302324,134.95539334955393,482.1333333333334
illinois,2001,1.27,0.32,0.6799999999999999,2.2800000000000002,301.03703703703707,63.50387596899225,141.18410381184103,486.4000000000001
illinois,2000,1.28,0.32,0.63,2.24,303.40740740740745,63.50387596899225,130.8029197080292,477.86666666666673
illinois,1999,1.29,0.32999999999999996,0.6599999999999999,2.27,305.77777777777777,65.48837209302324,137.03163017031628,484.2666666666667
illinois,1998,1.27,0.33999999999999997,0.64,2.25,301.03703703703707,67.47286821705426,132.87915652879158,480
illinois,1997,1.26,0.35,0.65,2.2600000000000002,298.6666666666667,69.45736434108527,134.95539334955393,482.1333333333334
illinois,1996,1.27,0.35,0.6799999999999999,2.3,301.03703703703707,69.45736434108527,141.18410381184103,490.66666666666663
illinois,1995,1.3,0.32999999999999996,0.6599999999999999,2.29,308.14814814814815,65.48837209302324,137.03163017031628,488.53333333333336
illinois,1994,1.32,0.33999999999999997,0.69,2.3499999999999996,312.8888888888889,67.47286821705426,143.2603406326034,501.33333333333326
illinois,1993,1.32,0.33999999999999997,0.72,2.38,312.8888888888889,67.47286821705426,149.48905109489053,507.73333333333335
illinois,1992,1.34,0.35,0.74,2.4299999999999997,317.6296296296297,69.45736434108527,153.64152473641525,518.4
illinois,1991,1.3800000000000001,0.33999999999999997,0.76,2.48,327.11111111111114,67.47286821705426,157.79399837794,529.0666666666667
illinois,1990,1.43,0.36,0.8200000000000001,2.62,338.962962962963,71.44186046511626,170.25141930251422,558.9333333333334
illinois,1989,1.42,0.36,0.8500000000000001,2.63,336.59259259259255,71.44186046511626,176.48012976480132,561.0666666666667
illinois,1988,1.45,0.38,0.8700000000000001,2.7,343.7037037037037,75.41085271317829,180.63260340632607,576.0000000000001
illinois,1987,1.43,0.39,0.88,2.71,338.962962962963,77.3953488372093,182.70884022708842,578.1333333333333
illinois,1986,1.42,0.39,0.91,2.72,336.59259259259255,77.3953488372093,188.9375506893755,580.2666666666668
illinois,1985,1.3900000000000001,0.38,0.99,2.7600000000000002,329.4814814814815,75.41085271317829,205.54744525547446,588.8000000000001
illinois,1984,1.41,0.37,1.02,2.8,334.22222222222223,73.42635658914728,211.77615571776155,597.3333333333334
illinois,1983,1.43,0.35,1.03,2.82,338.962962962963,69.45736434108527,213.85239253852396,601.6
illinois,1982,1.42,0.35,1.07,2.84,336.59259259259255,69.45736434108527,222.1573398215734,605.8666666666667
illinois,1981,1.44,0.35,1.12,2.9099999999999997,341.3333333333333,69.45736434108527,232.53852392538525,620.8
illinois,1980,1.42,0.32999999999999996,1.23,2.9899999999999998,336.59259259259255,65.48837209302324,255.3771289537713,637.8666666666667
illinois,1979,1.42,0.32,1.1500000000000001,2.8899999999999997,336.59259259259255,63.50387596899225,238.76723438767237,616.5333333333333
illinois,1978,1.35,0.31,1.1700000000000002,2.8299999999999996,320.00000000000006,61.519379844961236,242.91970802919715,603.7333333333332
illinois,1977,1.32,0.3,1.2,2.82,312.8888888888889,59.534883720930225,249.1484184914842,601.6
indiana,2018,0.96,0.29000000000000004,0.9,2.15,227.55555555555554,57.55038759689923,186.86131386861314,458.6666666666667
indiana,2017,0.97,0.29000000000000004,0.8500000000000001,2.11,229.92592592592595,57.55038759689923,176.48012976480132,450.1333333333333
indiana,2016,0.98,0.29000000000000004,0.89,2.17,232.2962962962963,57.55038759689923,184.7850770478508,462.93333333333334
indiana,2015,0.98,0.28,0.88,2.14,232.2962962962963,55.56589147286822,182.70884022708842,456.53333333333336
indiana,2014,0.98,0.27,0.8,2.05,232.2962962962963,53.58139534883721,166.09894566098947,437.3333333333333
indiana,2013,1,0.28,0.81,2.09,237.03703703703704,55.56589147286822,168.17518248175185,445.8666666666667
indiana,2012,1.02,0.28,0.7899999999999999,2.08,241.7777777777778,55.56589147286822,164.02270884022707,443.73333333333335
indiana,2011,1.02,0.27,0.73,2.02,241.7777777777778,53.58139534883721,151.56528791565287,430.93333333333334
indiana,2010,1.03,0.26,0.74,2.03,244.14814814814815,51.5968992248062,153.64152473641525,433.06666666666666
indiana,2009,1.08,0.25,0.72,2.05,256.00000000000006,49.61240310077519,149.48905109489053,437.3333333333333
indiana,2008,1.1,0.24000000000000002,0.73,2.08,260.74074074074076,47.62790697674419,151.56528791565287,443.73333333333335
indiana,2007,1.1300000000000001,0.24000000000000002,0.72,2.09,267.8518518518519,47.62790697674419,149.48905109489053,445.8666666666667
indiana,2006,1.09,0.25,0.6599999999999999,2,258.3703703703704,49.61240310077519,137.03163017031628,426.6666666666667
indiana,2005,1.11,0.22,0.6799999999999999,2.01,263.11111111111114,43.65891472868217,141.18410381184103,428.79999999999995
indiana,2004,1.1400000000000001,0.22,0.65,2.01,270.22222222222223,43.65891472868217,134.95539334955393,428.79999999999995
indiana,2003,1.11,0.21000000000000002,0.64,1.96,263.11111111111114,41.674418604651166,132.87915652879158,418.1333333333333
indiana,2002,1.1300000000000001,0.2,0.6,1.93,267.8518518518519,39.689922480620154,124.5742092457421,411.73333333333335
indiana,2001,1.1500000000000001,0.19,0.62,1.96,272.59259259259267,37.70542635658914,128.72668288726683,418.1333333333333
indiana,2000,1.1600000000000001,0.2,0.61,1.98,274.962962962963,39.689922480620154,126.65044606650446,422.40000000000003
indiana,1999,1.1600000000000001,0.19,0.59,1.94,274.962962962963,37.70542635658914,122.49797242497972,413.8666666666667
indiana,1998,1.1400000000000001,0.19,0.58,1.91,270.22222222222223,37.70542635658914,120.42173560421736,407.46666666666664
indiana,1997,1.09,0.18,0.59,1.85,258.3703703703704,35.72093023255813,122.49797242497972,394.6666666666667
indiana,1996,1.09,0.2,0.5700000000000001,1.86,258.3703703703704,39.689922480620154,118.34549878345501,396.8
indiana,1995,1.1400000000000001,0.2,0.58,1.92,270.22222222222223,39.689922480620154,120.42173560421736,409.6
indiana,1994,1.1500000000000001,0.2,0.59,1.94,272.59259259259267,39.689922480620154,122.49797242497972,413.8666666666667
indiana,1993,1.1500000000000001,0.19,0.64,1.98,272.59259259259267,37.70542635658914,132.87915652879158,422.40000000000003
indiana,1992,1.1600000000000001,0.2,0.58,1.95,274.962962962963,39.689922480620154,120.42173560421736,416
indiana,1991,1.22,0.19,0.6,2,289.18518518518516,37.70542635658914,124.5742092457421,426.6666666666667
indiana,1990,1.26,0.2,0.63,2.09,298.6666666666667,39.689922480620154,130.8029197080292,445.8666666666667
indiana,1989,1.23,0.2,0.64,2.07,291.5555555555556,39.689922480620154,132.87915652879158,441.59999999999997
indiana,1988,1.25,0.21000000000000002,0.6699999999999999,2.13,296.2962962962963,41.674418604651166,139.10786699107868,454.4
indiana,1987,1.26,0.23,0.6699999999999999,2.16,298.6666666666667,45.64341085271318,139.10786699107868,460.80000000000007
indiana,1986,1.26,0.23,0.6699999999999999,2.17,298.6666666666667,45.64341085271318,139.10786699107868,462.93333333333334
indiana,1985,1.26,0.22,0.73,2.2,298.6666666666667,43.65891472868217,151.56528791565287,469.33333333333337
indiana,1984,1.27,0.21000000000000002,0.73,2.21,301.03703703703707,41.674418604651166,151.56528791565287,471.4666666666667
indiana,1983,1.28,0.19,0.73,2.2,303.40740740740745,37.70542635658914,151.56528791565287,469.33333333333337
indiana,1982,1.29,0.19,0.76,2.24,305.77777777777777,37.70542635658914,157.79399837794,477.86666666666673
indiana,1981,1.29,0.18,0.7799999999999999,2.24,305.77777777777777,35.72093023255813,161.94647201946472,477.86666666666673
indiana,1980,1.26,0.17,0.77,2.21,298.6666666666667,33.736434108527135,159.87023519870237,471.4666666666667
indiana,1979,1.21,0.15000000000000002,0.7799999999999999,2.15,286.81481481481484,29.76744186046512,161.94647201946472,458.6666666666667
indiana,1978,1.1800000000000002,0.15000000000000002,0.7799999999999999,2.12,279.70370370370375,29.76744186046512,161.94647201946472,452.2666666666667
indiana,1977,1.1300000000000001,0.14,0.77,2.03,267.8518518518519,27.78294573643411,159.87023519870237,433.06666666666666
